"","x","y","share_100","year"
"645",-339.5,-643.5,0,2003
"646",-339.5,-643.5,0,2003
"647",-339.5,-643.5,0,2003
"648",-339.5,-643.5,0,2003
"649",-339.5,-643.5,0,2003
"650",-339.5,-643.5,0,2003
"651",-339.5,-643.5,0,2003
"652",-339.5,-643.5,0,2003
"653",-339.5,-643.5,0,2003
"654",-339.5,-643.5,0,2003
"655",-339.5,-643.5,0,2003
"656",-339.5,-643.5,0,2003
"657",-339.5,-643.5,0,2003
"658",-339.5,-643.5,0,2003
"659",-339.5,-643.5,0,2003
"660",-339.5,-643.5,0,2003
"661",-339.5,-643.5,0,2003
"662",-339.5,-643.5,0,2003
"663",-339.5,-643.5,0,2003
"664",-339.5,-643.5,0,2003
"665",-339.5,-643.5,0,2003
"666",-339.5,-643.5,0,2003
"667",-339.5,-643.5,0,2003
"668",-339.5,-643.5,0,2003
"669",-339.5,-643.5,0,2003
"670",-339.5,-643.5,0,2003
"671",-339.5,-643.5,0,2003
"672",-339.5,-643.5,0,2003
"673",-339.5,-643.5,0,2003
"674",-339.5,-643.5,0,2003
"675",-339.5,-643.5,0,2003
"676",-339.5,-643.5,0,2003
"677",-339.5,-643.5,0,2003
"678",-339.5,-643.5,0,2003
"679",-339.5,-643.5,0,2003
"680",-339.5,-643.5,0,2003
"681",-339.5,-643.5,0,2003
"682",-339.5,-643.5,0,2003
"683",-339.5,-643.5,0,2003
"684",-339.5,-643.5,0,2003
"685",-339.5,-643.5,0,2003
"686",-339.5,-643.5,0,2003
"687",-339.5,-643.5,0,2003
"688",-339.5,-643.5,0,2003
"689",-339.5,-643.5,0,2003
"690",-339.5,-643.5,0,2003
"691",-339.5,-643.5,0,2003
"692",-339.5,-643.5,0,2003
"693",-339.5,-643.5,0,2003
"694",-339.5,-643.5,0,2003
"695",-339.5,-643.5,0,2003
"696",-339.5,-643.5,0,2003
"697",-339.5,-643.5,0,2003
"698",-339.5,-643.5,0,2003
"699",-339.5,-643.5,0,2003
"700",-339.5,-643.5,0,2003
"701",-339.5,-643.5,0,2003
"702",-339.5,-643.5,0,2003
"703",-339.5,-643.5,0,2003
"704",-339.5,-643.5,0,2003
"705",-339.5,-643.5,0.389101,2003
"706",-339.5,-643.5,0,2003
"707",-339.5,-643.5,1e-06,2003
"708",-339.5,-643.5,0.653601,2003
"709",-339.5,-643.5,0,2003
"710",-339.5,-643.5,0.797201,2003
"711",-339.5,-643.5,1.408451,2003
"712",-339.5,-643.5,1e-06,2003
"713",-339.5,-643.5,1e-06,2003
"714",-339.5,-643.5,1.220301,2003
"715",-339.5,-643.5,0.468634333333333,2003
"716",-339.5,-643.5,0.821001,2003
"717",-339.5,-643.5,0,2003
"718",-339.5,-643.5,0,2003
"719",-339.5,-643.5,1.613776,2003
"720",-339.5,-643.5,0,2003
"721",-339.5,-643.5,0,2003
"722",-339.5,-643.5,0,2003
"723",-339.5,-643.5,0,2003
"724",-339.5,-643.5,0,2003
"725",-339.5,-643.5,0,2003
"726",-339.5,-643.5,0.800001,2003
"727",-339.5,-643.5,1e-06,2003
"728",-339.5,-643.5,2.36966766666667,2003
"729",-339.5,-643.5,0,2003
"730",-339.5,-643.5,0,2003
"731",-339.5,-643.5,0,2003
"732",-339.5,-643.5,0,2003
"733",-339.5,-643.5,0,2003
"734",-339.5,-643.5,0,2003
"735",-339.5,-643.5,0,2003
"736",-339.5,-643.5,0,2003
"737",-339.5,-643.5,0,2003
"738",-339.5,-643.5,0,2003
"739",-339.5,-643.5,0,2003
"740",-339.5,-643.5,0,2003
"741",-339.5,-643.5,0,2003
"742",-339.5,-643.5,0,2003
"743",-339.5,-643.5,0,2003
"744",-339.5,-643.5,0,2003
"745",-339.5,-643.5,0,2003
"746",-339.5,-643.5,0,2003
"747",-339.5,-643.5,0,2003
"748",-339.5,-643.5,0,2003
"749",-339.5,-643.5,0,2003
"750",-339.5,-643.5,0,2003
"751",-333,-636.5,0,2003
"752",-333,-636.5,0,2003
"753",-333,-636.5,0,2003
"754",-333,-636.5,0,2003
"755",-333,-636.5,0,2003
"756",-333,-636.5,0,2003
"757",-333,-636.5,0,2003
"758",-333,-636.5,0,2003
"759",-333,-636.5,0,2003
"760",-333,-636.5,0,2003
"761",-333,-636.5,0,2003
"762",-333,-636.5,0,2003
"763",-333,-636.5,0,2003
"764",-333,-636.5,0,2003
"765",-333,-636.5,0,2003
"766",-333,-636.5,0,2003
"767",-333,-636.5,0,2003
"768",-333,-636.5,0,2003
"769",-333,-636.5,0,2003
"770",-333,-636.5,0,2003
"771",-333,-636.5,0,2003
"772",-333,-636.5,0,2003
"773",-333,-636.5,0,2003
"774",-333,-636.5,0,2003
"775",-333,-636.5,0,2003
"776",-333,-636.5,0,2003
"777",-333,-636.5,0,2003
"778",-333,-636.5,0,2003
"779",-333,-636.5,0,2003
"780",-333,-636.5,0,2003
"781",-333,-636.5,0,2003
"782",-333,-636.5,0,2003
"783",-333,-636.5,0,2003
"784",-333,-636.5,0,2003
"785",-333,-636.5,0,2003
"786",-333,-636.5,0,2003
"787",-333,-636.5,0,2003
"788",-333,-636.5,0,2003
"789",-333,-636.5,0,2003
"790",-333,-636.5,0,2003
"791",-333,-636.5,0,2003
"792",-333,-636.5,0,2003
"793",-333,-636.5,0,2003
"794",-333,-636.5,0,2003
"795",-333,-636.5,0,2003
"796",-333,-636.5,0,2003
"797",-333,-636.5,0,2003
"798",-333,-636.5,0,2003
"799",-333,-636.5,0,2003
"800",-333,-636.5,0,2003
"801",-333,-636.5,0,2003
"802",-333,-636.5,0,2003
"803",-333,-636.5,0,2003
"804",-333,-636.5,0,2003
"805",-333,-636.5,0,2003
"806",-333,-636.5,0,2003
